pop,seed,checkpoint,reached,n_new,recall,precision,igd,hv_gap,n_outside_ref,raw_at_checkpoint,cache_hits_at_checkpoint,final_raw,final_cache_hits
600,1,4696,1,4696,0.2629757785467128,0.5049833887043189,2.573263721523171,0.00409209226098268,1,5024,328,44995,24958
600,1,6168,1,6168,0.3685121107266436,0.6209912536443148,1.9732241790848164,0.0017666517709411828,0,6928,760,44995,24958
600,1,6611,1,6611,0.3944636678200692,0.6350974930362117,1.8613237360165713,0.00171583011344003,0,7563,952,44995,24958
600,1,10000,1,10000,0.5934256055363322,0.7813211845102506,1.0463997405271968,0.0010574682907987909,0,13225,3225,44995,24958
600,1,15000,1,15000,0.7716262975778547,0.8762278978388998,0.5648239984735496,0.0005033972230280655,0,25308,10308,44995,24958
600,1,20000,1,20000,0.9186851211072664,0.9567567567567568,0.21146029330380736,0.00010708567424275513,0,44816,24816,44995,24958
600,2,4696,1,4696,0.2664359861591695,0.5099337748344371,2.3555106910059838,0.008049807546489861,0,4997,301,44391,24371
600,2,6168,1,6168,0.370242214532872,0.6131805157593123,2.0014509896954156,0.0027646449572284806,0,6896,728,44391,24371
600,2,6611,1,6611,0.4013840830449827,0.6373626373626373,1.837006224426261,0.0021801477418093027,0,7509,898,44391,24371
600,2,10000,1,10000,0.5847750865051903,0.771689497716895,1.1772085531318301,0.001251215596175,0,13311,3311,44391,24371
600,2,15000,1,15000,0.8114186851211073,0.9214145383104125,0.4262067210391133,0.00017910646306677907,0,25314,10314,44391,24371
600,2,20000,1,20000,0.9307958477508651,0.9781818181818182,0.15207186259526523,9.958553671957611e-05,0,44270,24270,44391,24371
600,3,4696,1,4696,0.2577854671280277,0.5209790209790209,2.4252283648673516,0.009857373754503091,0,5002,306,46197,26169
600,3,6168,1,6168,0.35121107266435986,0.5867052023121387,1.9582300094562484,0.005243938963037601,0,6960,792,46197,26169
600,3,6611,1,6611,0.38408304498269896,0.6049046321525886,1.7990432672658028,0.00498085012772245,0,7610,999,46197,26169
600,3,10000,1,10000,0.5778546712802768,0.767816091954023,1.2143515821532427,0.0030564570058153272,0,13477,3477,46197,26169
600,3,15000,1,15000,0.7681660899653979,0.8951612903225806,0.6453357196635384,0.0005355818943295604,0,25973,10973,46197,26169
600,3,20000,1,20000,0.8979238754325259,0.9682835820895522,0.29815011632782207,0.00010380897611063647,0,46033,26033,46197,26169
600,4,4696,1,4696,0.2820069204152249,0.5361842105263158,2.2477944148183475,0.005106933507840985,0,5075,379,45595,25554
600,4,6168,1,6168,0.4117647058823529,0.6666666666666666,1.7240807160186666,0.0033269891621494924,0,7026,858,45595,25554
600,4,6611,1,6611,0.43252595155709345,0.6684491978609626,1.6364768125284845,0.002715116980304988,0,7658,1047,45595,25554
600,4,10000,1,10000,0.6141868512110726,0.7959641255605381,1.0371038561592836,0.0011269035735804469,0,13387,3387,45595,25554
600,4,15000,1,15000,0.801038062283737,0.9150197628458498,0.5196126286494538,0.0007906925080390496,0,25750,10750,45595,25554
600,4,20000,1,20000,0.916955017301038,0.9653916211293261,0.22024310040212547,6.257062121676849e-05,0,45376,25376,45595,25554
600,5,4696,1,4696,0.2681660899653979,0.5218855218855218,2.398350239761155,0.009210083507174126,0,5006,310,45594,25474
600,5,6168,1,6168,0.3719723183391003,0.6304985337243402,1.9295712334597592,0.007232754343640275,0,6921,753,45594,25474
600,5,6611,1,6611,0.39273356401384085,0.6560693641618497,1.852837695587361,0.0051984909177114165,0,7570,959,45594,25474
600,5,10000,1,10000,0.5865051903114187,0.7847222222222222,1.1380537548272742,0.0027303136266491313,0,13263,3263,45594,25474
600,5,15000,1,15000,0.8200692041522492,0.92578125,0.43511780058860666,0.0011556076150144629,0,25365,10365,45594,25474
600,5,20000,1,20000,0.9256055363321799,0.9798534798534798,0.16962318511402674,0.0006106193943056327,0,45043,25043,45594,25474
600,6,4696,1,4696,0.29411764705882354,0.4843304843304843,2.0504337272831976,0.006177782845663868,0,5051,355,45596,25534
600,6,6168,1,6168,0.39100346020761245,0.5736040609137056,1.7169520978546882,0.0038113403260770164,0,7033,865,45596,25534
600,6,6611,1,6611,0.42560553633217996,0.6119402985074627,1.6255003030545638,0.0035870692734744805,0,7706,1095,45596,25534
600,6,10000,1,10000,0.5934256055363322,0.767337807606264,1.089143537099764,0.0017791236070966868,0,13395,3395,45596,25534
600,6,15000,1,15000,0.7750865051903114,0.8995983935742972,0.5832827223058616,0.00043476003942238996,0,25560,10560,45596,25534
600,6,20000,1,20000,0.9238754325259516,0.9798165137614679,0.18688741930060696,0.0001191092958873357,0,45271,25271,45596,25534
600,7,4696,1,4696,0.27335640138408307,0.4716417910447761,2.135600918187106,0.0035349678574670166,1,5016,320,44986,24969
600,7,6168,1,6168,0.38235294117647056,0.6005434782608695,1.769195239553244,0.002163711048448422,0,6928,760,44986,24969
600,7,6611,1,6611,0.40657439446366783,0.6119791666666666,1.669154235039072,0.002012772980869477,0,7553,942,44986,24969
600,7,10000,1,10000,0.5916955017301038,0.7549668874172185,1.0386822668205473,0.0013188724585457825,0,13339,3339,44986,24969
600,7,15000,1,15000,0.7958477508650519,0.8914728682170543,0.49587223791062424,0.0004153658411333697,0,25634,10634,44986,24969
600,7,20000,1,20000,0.9342560553633218,0.9642857142857143,0.1557392523266765,7.697971717321351e-05,0,44880,24880,44986,24969
600,8,4696,1,4696,0.26124567474048443,0.4617737003058104,2.2083327124548027,0.004669373361250918,0,5013,317,44395,24388
600,8,6168,1,6168,0.36678200692041524,0.5760869565217391,1.8936545406744671,0.0029332971357506686,0,6938,770,44395,24388
600,8,6611,1,6611,0.39792387543252594,0.5989583333333334,1.7724392742177417,0.0028507839989027244,0,7579,968,44395,24388
600,8,10000,1,10000,0.5865051903114187,0.7483443708609272,1.1229609352761714,0.0010394467709348165,0,13180,3180,44395,24388
600,8,15000,1,15000,0.8200692041522492,0.8977272727272727,0.4462217410635537,0.00039272095792447156,0,25102,10102,44395,24388
600,8,20000,1,20000,0.9394463667820069,0.9713774597495528,0.1576906957585321,2.889605034374631e-05,0,44365,24365,44395,24388
600,9,4696,1,4696,0.25432525951557095,0.513986013986014,2.5035300197161914,0.006681148953126257,0,4993,297,45592,25504
600,9,6168,1,6168,0.3685121107266436,0.5933147632311978,1.8805738089578101,0.00301101597190865,0,6921,753,45592,25504
600,9,6611,1,6611,0.39792387543252594,0.6216216216216216,1.7526220742013965,0.002851078074195031,0,7533,922,45592,25504
600,9,10000,1,10000,0.6003460207612457,0.7592997811816192,1.0305559227104086,0.0016305762211013164,0,13306,3306,45592,25504
600,9,15000,1,15000,0.78719723183391,0.9027777777777778,0.5149090568174253,0.0006376411582781301,0,25801,10801,45592,25504
600,9,20000,1,20000,0.9065743944636678,0.9544626593806922,0.22073293711604805,0.0002224419095268488,0,45106,25106,45592,25504
600,10,4696,1,4696,0.27335640138408307,0.48615384615384616,2.2428449375621136,0.004129827274324999,0,5020,324,44998,24970
600,10,6168,1,6168,0.35813148788927335,0.5549597855227882,1.8806439184908508,0.0024341595293006176,0,6926,758,44998,24970
600,10,6611,1,6611,0.39273356401384085,0.5850515463917526,1.743342560704045,0.002036060496891579,0,7566,955,44998,24970
600,10,10000,1,10000,0.5865051903114187,0.75,1.0479859962256408,0.0010402192053224483,0,13254,3254,44998,24970
600,10,15000,1,15000,0.8096885813148789,0.888045540796964,0.4352103199835388,0.0003011696585624447,0,25339,10339,44998,24970
600,10,20000,1,20000,0.9429065743944637,0.9663120567375887,0.13431947157604956,5.191888110129607e-05,0,44831,24831,44998,24970
600,11,4696,1,4696,0.2681660899653979,0.504885993485342,2.4125760771824867,0.004794037610280148,0,5063,367,45596,25575
600,11,6168,1,6168,0.35986159169550175,0.6099706744868035,2.07627534147697,0.004008283478834214,0,7008,840,45596,25575
600,11,6611,1,6611,0.38408304498269896,0.6115702479338843,1.9255297530067055,0.003692335434834691,0,7639,1028,45596,25575
600,11,10000,1,10000,0.5951557093425606,0.7610619469026548,1.0998571403891253,0.0014688164900512617,0,13507,3507,45596,25575
600,11,15000,1,15000,0.7820069204152249,0.8915187376725838,0.5580278318734196,0.000536599135081476,0,25523,10523,45596,25575
600,11,20000,1,20000,0.9100346020761245,0.9633699633699634,0.2103746012155632,0.00010277115022484332,0,45520,25520,45596,25575
600,12,4696,1,4696,0.2681660899653979,0.5032467532467533,2.4225366913362474,0.01154701815186637,0,5054,358,46197,26099
600,12,6168,1,6168,0.3685121107266436,0.5803814713896458,1.871196528172044,0.006967915326802179,0,6954,786,46197,26099
600,12,6611,1,6611,0.4117647058823529,0.6197916666666666,1.7055003120392633,0.0049469278484587965,0,7592,981,46197,26099
600,12,10000,1,10000,0.6038062283737025,0.7807606263982103,1.1017249032641943,0.0008683531847017147,0,13467,3467,46197,26099
600,12,15000,1,15000,0.7958477508650519,0.8966861598440545,0.45767439765643275,0.00020754643693643522,0,25812,10812,46197,26099
600,12,20000,1,20000,0.9377162629757786,0.9765765765765766,0.15549780672128136,2.8684707652170083e-05,0,45639,25639,46197,26099
600,13,4696,1,4696,0.3217993079584775,0.5830721003134797,2.1426962878775284,0.0074636746910699305,0,4988,292,44997,24920
600,13,6168,1,6168,0.4083044982698962,0.6327077747989276,1.725874205922726,0.004437617377436489,0,6888,720,44997,24920
600,13,6611,1,6611,0.4273356401384083,0.6432291666666666,1.6338418149358123,0.004253901474876343,0,7524,913,44997,24920
600,13,10000,1,10000,0.5813148788927336,0.7584650112866818,1.087480833288102,0.00144672311193157,0,13288,3288,44997,24920
600,13,15000,1,15000,0.7958477508650519,0.8949416342412452,0.4970638851840326,0.00046242318836595115,0,25624,10624,44997,24920
600,13,20000,1,20000,0.9256055363321799,0.9727272727272728,0.1758356708619348,0.00031493255692691504,0,44661,24661,44997,24920
600,14,4696,1,4696,0.28546712802768165,0.532258064516129,2.4247813696223797,0.004833083118789448,1,5030,334,44391,24294
600,14,6168,1,6168,0.3771626297577855,0.5940054495912807,1.9100961768346625,0.002958986563233235,0,6991,823,44391,24294
600,14,6611,1,6611,0.4100346020761246,0.6457765667574932,1.8235657097107183,0.0026451127623254,0,7640,1029,44391,24294
600,14,10000,1,10000,0.5899653979238755,0.7662921348314606,1.0762675860817303,0.0010524499160639608,0,13261,3261,44391,24294
600,14,15000,1,15000,0.8148788927335641,0.919921875,0.4550685139716853,0.00040111022710553917,0,25113,10113,44391,24294
600,14,20000,1,20000,0.9273356401384083,0.9781021897810219,0.17317670120202358,0.0001058916504225018,0,43862,23862,44391,24294
600,15,4696,1,4696,0.2698961937716263,0.5165562913907285,2.462503994748588,0.005536947008104441,0,5022,326,44994,24994
600,15,6168,1,6168,0.3875432525951557,0.632768361581921,1.9303619749769887,0.00417500678247911,0,6936,768,44994,24994
600,15,6611,1,6611,0.4273356401384083,0.660427807486631,1.772656760318101,0.0035324208305129294,0,7578,967,44994,24994
600,15,10000,1,10000,0.6141868512110726,0.8198614318706697,1.115529172175044,0.002328714530434048,0,13348,3348,44994,24994
600,15,15000,1,15000,0.8235294117647058,0.9482071713147411,0.4510919543194895,0.0005926989433691566,0,25720,10720,44994,24994
600,15,20000,1,20000,0.9273356401384083,0.97632058287796,0.17429253702296282,7.382975797651861e-05,0,44994,24994,44994,24994
600,16,4696,1,4696,0.2906574394463668,0.5283018867924528,2.033355499029076,0.004157012324648191,0,5036,340,44993,24878
600,16,6168,1,6168,0.4013840830449827,0.6105263157894737,1.536745909633278,0.002697259367621661,0,7005,837,44993,24878
600,16,6611,1,6611,0.4342560553633218,0.6419437340153452,1.4632969114957313,0.0026124842559948802,0,7656,1045,44993,24878
600,16,10000,1,10000,0.5813148788927336,0.7368421052631579,1.037928294816756,0.0012114290330655707,0,13340,3340,44993,24878
600,16,15000,1,15000,0.8027681660899654,0.9169960474308301,0.47987054663439677,0.00021284994978954186,0,25475,10475,44993,24878
600,16,20000,1,20000,0.9342560553633218,0.9712230215827338,0.1609664377479899,4.4863332191659773e-05,0,44414,24414,44993,24878
600,17,4696,1,4696,0.29411764705882354,0.5431309904153354,2.216394573129282,0.004238576774376354,0,5053,357,44997,24952
600,17,6168,1,6168,0.39965397923875434,0.6543909348441926,1.8402016831595092,0.0033158123858787964,0,7013,845,44997,24952
600,17,6611,1,6611,0.43252595155709345,0.684931506849315,1.6933650726411529,0.003285173754530592,0,7709,1098,44997,24952
600,17,10000,1,10000,0.6124567474048442,0.7831858407079646,0.9606285691676381,0.0014487346337749706,0,13416,3416,44997,24952
600,17,15000,1,15000,0.8269896193771626,0.9157088122605364,0.4103283430656122,0.0005102382266126346,0,25361,10361,44997,24952
600,17,20000,1,20000,0.9273356401384083,0.969258589511754,0.18844743528680072,0.00018964513341726127,0,44800,24800,44997,24952
600,18,4696,1,4696,0.27335640138408307,0.5524475524475524,2.4387827756501497,0.00731802371437966,0,5045,349,45596,25532
